,LotArea,OverallQual,OverallCond,YearBuilt,MasVnrArea,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,HS__1.5Unf,HS__1Story,HS__2.5Fin,HS__2.5Unf,HS__2Story,HS__SFoyer,HS__SLvl,EQ__Fa,EQ__Gd,EQ__TA,HQC__Fa,HQC__Gd,HQC__Po,HQC__TA,KQ__Fa,KQ__Gd,KQ__TA
355,11249,6,5,1995,0.0,1200,1200,2,0,3,6,0,521,0,26,8,2007,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
356,9248,6,6,1992,106.0,1158,1167,2,0,3,6,0,400,120,26,7,2009,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
357,4224,5,5,1976,0.0,1142,1142,1,1,3,6,1,528,536,90,8,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
358,6930,5,4,1958,120.0,1062,1352,1,0,3,6,0,288,168,0,7,2006,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
359,12011,8,5,1998,530.0,1086,1924,2,1,3,7,1,592,208,75,6,2006,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
360,7540,6,6,1978,0.0,888,912,1,0,2,5,1,470,0,0,6,2007,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
361,9144,5,5,1940,0.0,883,1505,1,0,3,8,0,240,0,0,7,2008,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
362,7301,7,5,2003,500.0,0,1922,3,0,4,7,1,672,0,0,7,2009,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
363,1680,6,8,1972,510.0,483,987,1,1,2,5,0,264,250,0,5,2009,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
364,18800,6,5,1976,120.0,796,1574,2,1,3,6,1,566,306,111,7,2006,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
365,10690,5,7,1920,0.0,672,1344,1,0,3,6,0,468,0,128,7,2009,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
366,9500,6,5,1963,247.0,1394,1394,1,1,3,6,2,514,0,76,7,2009,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
367,9150,6,5,1962,305.0,1099,1431,1,0,3,6,1,296,64,110,12,2008,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
368,7800,5,6,1954,200.0,1268,1268,1,0,2,7,1,244,0,98,3,2010,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
369,9830,5,7,1959,0.0,1063,1287,1,0,3,7,1,576,364,17,3,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
370,8121,6,5,2000,0.0,953,1664,2,1,3,7,1,460,100,40,1,2006,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
371,17120,4,4,1959,0.0,0,1588,2,0,4,7,1,680,0,59,7,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
372,7175,6,5,1984,0.0,744,752,1,0,2,4,0,264,353,0,2,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
373,10634,5,6,1953,0.0,608,1319,1,0,3,5,0,270,66,0,11,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
374,8200,7,5,2003,0.0,847,1928,2,1,4,8,1,434,100,48,7,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
375,10020,1,1,1922,0.0,683,904,0,1,1,4,0,0,0,0,3,2009,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
376,8846,5,5,1996,0.0,870,914,1,0,2,5,0,576,0,0,7,2006,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
377,11143,8,5,2004,0.0,1580,2466,3,0,4,8,1,610,159,214,12,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
378,11394,9,2,2010,350.0,1856,1856,1,1,1,8,1,834,113,0,6,2010,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
379,8123,6,5,2000,16.0,982,1800,2,1,3,7,1,463,100,63,6,2009,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
380,5000,5,6,1924,0.0,1026,1691,2,0,3,6,1,308,0,0,5,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
381,7200,7,5,2006,0.0,1293,1301,2,0,2,5,1,572,216,121,8,2006,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
382,9245,7,5,2006,0.0,939,1797,2,1,3,8,0,639,144,53,4,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
383,9000,6,3,1928,0.0,784,784,1,0,2,5,0,360,0,0,10,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
384,53107,6,5,1992,0.0,1580,1953,2,1,3,9,2,501,216,231,6,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
385,3182,8,5,2004,16.0,1256,1269,2,0,2,6,1,430,146,20,4,2010,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
386,8410,5,3,1910,0.0,658,1184,1,0,5,8,0,0,0,151,5,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
387,7200,6,6,1976,255.0,1041,1125,1,0,3,6,1,352,296,0,10,2009,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
388,9382,7,5,1999,125.0,1468,1479,2,0,3,6,0,577,120,25,7,2008,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
389,12474,10,5,2007,272.0,1682,2332,2,1,3,9,1,846,196,134,8,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
390,8405,5,8,1900,0.0,861,1367,1,0,4,7,0,384,0,130,4,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
391,12209,6,5,2001,0.0,804,1961,2,1,3,7,1,560,125,192,6,2009,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
392,8339,5,7,1959,0.0,0,882,1,0,3,5,0,294,0,0,7,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
393,7446,4,5,1941,0.0,788,788,1,0,2,4,2,0,0,0,4,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
394,10134,5,6,1940,0.0,735,1034,1,0,2,5,0,240,0,39,7,2007,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
395,9571,5,6,1956,0.0,1144,1144,1,0,3,6,0,596,44,0,6,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
396,7200,5,5,1972,0.0,894,894,1,0,2,6,0,600,215,0,9,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
397,7590,5,5,1962,288.0,864,1812,2,0,4,8,1,264,0,168,7,2007,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
398,8967,5,2,1920,0.0,961,1077,1,0,2,6,0,338,0,0,11,2007,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
399,8125,7,5,2006,100.0,1092,1550,2,0,2,7,0,438,0,168,10,2009,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
400,14963,8,5,1996,0.0,1260,1288,1,1,1,4,2,500,120,30,12,2008,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
401,8767,7,5,2005,0.0,1310,1310,2,0,3,6,1,400,0,0,7,2006,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
402,10200,5,8,1940,0.0,672,672,1,0,2,4,0,240,168,0,8,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
403,12090,8,5,1998,650.0,1141,2263,2,1,4,10,1,420,144,123,7,2006,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
404,10364,6,5,1995,0.0,806,1572,2,1,3,7,1,373,0,40,5,2007,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
405,9991,4,4,1976,0.0,1281,1620,2,0,3,8,1,490,120,78,6,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
406,10480,6,5,1936,0.0,1064,1639,1,0,3,6,0,240,0,0,3,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
407,15576,6,7,1915,0.0,840,1680,2,0,4,8,0,308,0,0,3,2008,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
408,14154,7,5,2006,350.0,1063,2172,2,1,3,9,1,947,192,62,8,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
409,10800,8,5,2007,100.0,1034,2078,2,1,3,8,1,836,0,102,4,2008,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
410,9571,5,3,1958,0.0,1276,1276,1,0,3,5,0,350,0,0,6,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
411,34650,5,5,1955,0.0,1056,1056,1,0,3,5,0,572,264,0,1,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
412,4403,7,5,2009,432.0,1470,1478,2,1,2,7,1,484,0,144,6,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
413,8960,5,6,1927,0.0,1008,1028,1,0,2,5,1,360,0,0,3,2010,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
414,11228,7,5,1993,0.0,1080,2097,2,1,3,9,1,678,196,187,12,2008,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
415,8899,7,5,2007,0.0,1340,1340,2,0,3,6,0,396,100,30,8,2007,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
416,7844,6,7,1978,203.0,672,1400,1,1,3,6,1,440,0,0,3,2006,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
417,22420,6,6,1918,0.0,1370,2624,2,1,4,10,1,864,0,0,11,2007,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
418,8160,5,6,1940,0.0,756,1134,1,1,3,7,0,240,0,0,4,2007,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
419,8450,5,6,1968,0.0,1056,1056,1,0,3,6,1,304,0,85,7,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
420,7060,7,5,1997,200.0,1344,1344,2,0,2,8,0,784,0,0,11,2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
421,16635,6,7,1977,126.0,1602,1602,2,0,3,8,1,529,240,0,6,2009,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
422,21750,5,5,1954,0.0,988,988,1,0,2,4,0,520,0,0,2,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
423,9200,8,5,1998,473.0,1470,2630,2,1,4,8,1,696,0,66,6,2008,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
424,9000,6,5,1956,74.0,1196,1196,1,0,2,6,1,297,0,44,5,2008,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
425,3378,7,8,1946,0.0,651,1389,1,1,3,6,2,240,0,0,9,2009,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
426,12800,7,5,1989,145.0,1518,1644,2,0,2,5,1,569,80,0,8,2009,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
427,8593,4,6,1957,0.0,907,907,1,0,3,5,0,352,0,0,7,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
428,6762,7,5,2007,108.0,1208,1208,2,0,2,6,0,628,105,54,9,2007,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
429,11457,6,5,1988,0.0,1392,1412,2,0,3,6,1,576,0,0,3,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
430,1680,6,5,1971,232.0,483,987,1,1,2,4,0,264,0,0,7,2008,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
431,5586,6,7,1920,0.0,901,1198,1,0,4,7,0,0,0,98,9,2008,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
432,1920,5,5,1971,376.0,765,1365,1,1,2,6,0,440,240,36,8,2007,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
433,10839,6,5,1997,0.0,926,1604,2,1,3,7,1,470,0,36,7,2008,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
434,1890,4,7,1972,0.0,630,630,1,0,1,3,0,0,88,0,6,2008,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
435,10667,7,6,1996,0.0,799,1661,2,1,3,6,1,550,158,61,4,2009,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
436,4400,6,8,1920,0.0,648,1118,1,0,2,6,0,440,0,0,10,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
437,6000,6,7,1926,0.0,884,904,1,0,2,4,0,180,0,0,1,2009,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
438,4280,5,6,1913,0.0,440,694,1,0,2,4,1,352,0,0,3,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
439,12354,6,8,1920,0.0,684,1196,1,0,3,7,0,528,0,46,8,2009,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
440,15431,10,5,2008,200.0,3094,2402,2,0,2,10,2,672,0,72,4,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,12108,4,4,1955,270.0,1440,1440,2,0,4,8,0,0,0,0,9,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
442,6240,5,7,1930,0.0,1078,1573,2,0,3,8,1,360,0,0,6,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
443,3922,7,5,2006,72.0,1258,1258,2,0,2,6,1,648,144,16,6,2007,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
444,8750,7,5,1994,0.0,915,1908,2,1,4,8,1,493,144,133,7,2008,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
445,9855,6,5,1956,0.0,1436,1689,1,0,3,7,1,480,0,0,11,2009,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
446,16492,6,6,1966,0.0,1517,1888,2,1,2,6,1,578,0,0,6,2010,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
447,11214,7,5,1998,0.0,930,1886,2,1,4,10,1,431,89,0,7,2006,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
448,8600,6,6,1937,0.0,780,1376,2,0,3,7,1,198,0,0,6,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
449,6000,3,7,1948,0.0,649,1183,1,1,2,6,0,308,0,176,6,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
450,5684,6,8,1930,0.0,813,813,1,0,2,5,0,270,0,113,6,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
451,70761,7,5,1975,0.0,1533,1533,2,0,2,5,2,576,200,54,12,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
452,9303,6,5,1996,42.0,872,1756,2,1,3,7,0,422,144,122,7,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
453,9000,8,5,2008,0.0,768,1590,2,1,3,6,0,676,0,30,6,2009,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
454,9297,5,5,1976,0.0,1728,1728,2,0,4,8,0,560,0,0,7,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
455,9600,7,6,1973,320.0,1242,1242,1,1,3,6,1,528,0,0,9,2007,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
456,4571,5,5,1916,0.0,624,1344,1,0,4,7,0,513,0,0,5,2008,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
457,53227,4,6,1954,0.0,1364,1663,1,0,2,6,2,529,224,137,3,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
458,5100,8,7,1925,0.0,588,1666,1,0,3,7,1,228,192,63,6,2008,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
459,7015,5,4,1950,161.0,709,1203,1,0,3,5,1,352,0,0,7,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
460,8004,8,5,2009,110.0,832,1935,2,1,3,8,0,552,0,150,12,2009,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
461,7200,7,9,1936,0.0,560,1135,1,0,3,6,0,576,256,0,4,2009,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
462,8281,5,5,1965,0.0,864,864,1,0,3,5,1,360,0,0,12,2009,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
463,11988,6,7,1934,0.0,715,1660,1,1,3,6,1,240,0,0,8,2008,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
464,8430,5,5,1978,136.0,1040,1040,2,0,3,5,0,0,0,0,8,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
465,3072,7,5,2004,18.0,1375,1414,2,0,2,6,1,398,144,20,5,2006,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
466,10628,7,5,1970,0.0,1277,1277,1,0,2,5,1,526,0,0,4,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
467,9480,5,7,1942,224.0,728,1644,1,1,3,7,2,312,168,0,6,2007,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
468,11428,8,5,2006,248.0,1626,1634,2,0,3,7,1,866,0,44,5,2007,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
469,9291,6,5,1993,120.0,832,1710,2,1,3,7,0,506,144,70,6,2008,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
470,6820,8,5,1985,0.0,1488,1502,1,1,1,4,0,528,0,54,6,2010,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
471,11952,7,6,1977,0.0,808,1969,2,1,3,8,1,534,0,0,11,2007,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
472,3675,6,5,2005,80.0,547,1072,1,0,2,5,0,525,0,28,6,2008,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
473,14977,8,5,2006,304.0,1976,1976,2,0,2,7,1,908,250,63,7,2007,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
474,5330,8,5,2000,0.0,1494,1652,2,0,2,6,0,499,96,48,8,2007,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
475,8480,5,6,1963,0.0,970,970,1,0,2,5,0,624,0,24,7,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
476,13125,6,5,1997,215.0,1478,1493,2,0,3,7,1,508,140,39,4,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
477,13693,9,5,2006,772.0,2153,2643,2,1,3,9,1,694,414,84,3,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
478,10637,8,5,2007,336.0,1705,1718,2,0,3,7,1,826,208,44,9,2009,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
479,5925,4,7,1937,435.0,907,1131,1,0,2,7,0,672,0,72,3,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
480,16033,9,5,2004,378.0,1833,1850,2,0,3,8,1,772,519,112,3,2006,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
481,11846,9,5,2003,562.0,1792,1792,2,0,2,6,1,874,206,49,8,2006,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
482,2500,7,8,1915,0.0,910,1826,1,1,4,7,1,164,0,0,6,2009,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
483,4500,6,5,1998,116.0,1216,1216,2,0,2,5,0,402,0,125,5,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
484,7758,5,7,1962,0.0,999,999,1,0,3,6,0,264,0,132,3,2007,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
485,9600,5,7,1950,0.0,1113,1113,1,0,3,5,1,264,0,80,7,2009,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
486,10289,5,7,1965,168.0,1073,1073,1,1,3,6,0,515,0,0,6,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
487,12243,5,6,1971,0.0,1484,1484,2,0,3,7,1,487,224,0,2,2007,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
488,10800,5,4,1900,0.0,954,2414,2,0,3,10,1,520,142,0,5,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
489,1526,4,8,1970,0.0,630,630,1,0,1,3,0,286,0,0,5,2009,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
490,2665,5,6,1976,0.0,264,1304,1,1,3,4,1,336,141,24,6,2008,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
491,9490,6,7,1941,0.0,806,1578,1,0,3,5,2,240,0,0,8,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
492,15578,6,5,2006,0.0,728,1456,2,1,3,8,0,429,0,0,5,2006,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
493,7931,5,6,1960,0.0,1269,1269,1,1,3,6,1,308,0,0,6,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
494,5784,5,8,1938,0.0,190,886,1,0,2,4,0,273,144,20,12,2009,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
495,7879,4,5,1920,0.0,720,720,1,0,2,4,0,0,0,523,11,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
496,12692,8,5,1992,0.0,3200,3228,3,0,4,10,1,546,264,75,5,2007,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
497,9120,7,6,1925,0.0,1026,1820,2,0,4,8,0,240,0,100,6,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
498,7800,5,7,1967,89.0,864,899,1,0,3,5,0,288,64,0,6,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
499,7535,5,7,1958,0.0,912,912,1,0,2,5,0,297,12,285,6,2007,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
500,1890,6,5,1973,285.0,672,1218,1,1,3,7,0,264,144,28,5,2007,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
501,9803,7,5,2005,0.0,866,1768,2,1,3,7,0,603,0,108,2,2008,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
502,9170,5,7,1965,0.0,1214,1214,1,0,2,6,0,461,0,0,4,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
503,15602,7,8,1959,0.0,1501,1801,2,0,1,6,2,484,0,54,3,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
504,2308,6,5,1974,0.0,855,1322,2,1,3,6,1,440,260,0,6,2009,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
505,7596,5,5,1952,360.0,960,1960,2,0,4,10,0,400,0,0,7,2009,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
506,9554,8,5,1993,125.0,777,1911,2,1,3,8,1,471,182,81,9,2006,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
507,7862,6,5,2009,0.0,1218,1218,2,0,2,4,0,676,0,102,9,2009,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
508,9600,7,9,1928,0.0,689,1378,2,0,3,7,1,360,0,0,10,2008,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
509,9600,5,6,1959,132.0,1041,1041,1,0,3,6,0,270,224,88,7,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
510,14559,5,7,1951,70.0,1008,1363,1,0,2,6,2,288,324,42,6,2009,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
511,6792,7,5,2005,94.0,1368,1368,2,0,2,6,1,474,132,35,3,2006,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
512,9100,5,5,1958,0.0,864,864,1,0,3,5,0,624,0,0,7,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
513,9187,6,5,1983,0.0,1084,1080,1,1,3,5,0,484,120,0,6,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
514,10594,5,5,1926,0.0,768,789,1,0,2,5,0,200,0,0,6,2007,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
515,12220,10,5,2009,305.0,2006,2020,2,1,3,9,1,900,156,54,9,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,10448,6,6,1972,333.0,689,2119,2,1,3,7,1,583,0,104,8,2009,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
517,10208,7,5,1996,921.0,1264,2344,2,1,3,7,1,889,220,0,7,2009,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
518,9531,6,5,1998,0.0,794,1796,2,1,3,7,0,546,0,36,5,2007,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
519,10918,7,9,1926,0.0,1276,2080,1,1,3,9,2,282,0,0,6,2009,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
520,10800,4,7,1900,0.0,0,1294,2,0,3,7,0,0,220,114,8,2008,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
521,11988,6,6,1957,0.0,1244,1244,1,1,3,6,2,336,0,40,5,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
522,5000,6,7,1947,0.0,1004,1664,2,0,3,7,2,420,0,24,10,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
523,40094,10,5,2007,762.0,3138,4676,3,1,3,11,1,884,208,406,10,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
524,11787,7,5,1996,594.0,1379,2398,2,1,3,8,1,834,239,60,8,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
525,7500,7,5,2005,0.0,1257,1266,2,0,3,6,1,453,38,144,4,2006,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
526,13300,5,7,1956,0.0,928,928,1,0,2,4,0,252,261,0,6,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
527,14948,9,5,2008,268.0,1452,2713,2,1,3,11,1,858,126,66,11,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
528,9098,4,7,1920,0.0,528,605,1,0,2,5,0,0,0,0,7,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
529,32668,6,3,1957,0.0,2035,2515,3,0,4,9,2,484,0,0,3,2007,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
530,10200,6,5,1988,219.0,1461,1509,2,0,3,5,1,600,224,0,8,2008,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
531,6155,6,8,1920,0.0,611,1362,2,0,3,6,0,502,0,0,6,2008,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
532,7200,5,7,1955,0.0,0,827,1,0,2,5,1,392,0,0,4,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
533,5000,1,3,1946,0.0,0,334,1,0,1,2,0,0,0,0,1,2007,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
534,9056,8,5,2004,0.0,707,1414,2,1,3,6,1,403,100,35,10,2006,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
